Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Perinatal substance use treatment and criminal legal system referral trends,"Jones, Cresta; Ford, Becky R.; Shearer, Riley D.; Terplan, Mishka; Stewart, Kelsey; Winkelman, Tyler N. A.","INTRODUCTION: To guide improvements in treatment for pregnant persons with substance use disorders within the criminal legal system, treatment programs must first determine the primary substances of concern for this population. The objective of this study is to compare trends in specific substance use upon admission to treatment in pregnancy, based upon whether referrals originated from the criminal legal system or from another referral source.METHODS: This research accessed data on perinatal substance use (1995-2021) and referral sources from the Treatment Episode Data Set-Admissions (TEDS-A). Analyses use multiple logistic regressions to evaluate trends in primary substance use leading to treatment admission during pregnancy.RESULTS: Approximately 1 % (N = 536,948) of all substance use treatment admissions in TEDS-A were for pregnant people. Between 1995 and 2021, the percentage of treatment admissions increased for primary methamphetamine use (10 % to 27 %), primary opioid use (21 % to 38 %), and primary cannabis use (9 % to 18 %), and decreased for primary cocaine use (32 % to 6 %) and primary alcohol use (26 % to 11 %). By 2021, treatment admissions referred from criminal legal agencies were more likely to primarily be for primary methamphetamine use (33 % vs 25 %) and less likely to be for primary opioid use (22 % vs 42 %) compared to other referral sources.CONCLUSIONS: Trends in substance use treatment during pregnancy have changed substantially over the past few decades and emphasize the unique needs of patients referred to treatment by the criminal legal system. Treatment programs must therefore adapt to fluctuating trends in perinatal substance use. In particular, it is important to expand programs that prioritize treatment of methamphetamine use disorder for pregnant people referred through criminal legal agencies.",2024,,J Subst Use Addict Treat,166,,209492,,10.1016/j.josat.2024.209492,,#3893,Jones 2024,,
"Screening of SARS-CoV-2 among homeless people, asylum-seekers and other people living in precarious conditions in Marseille, France, March-April 2020","Ly, Tran Duc Anh; Nguyen, Nhu Ngoc; Hoang, Van Thuan; Goumballa, Ndiaw; Louni, Meriem; Canard, Naomie; Dao, Thi Loi; Medkour, Hacene; Borg, Audrey; Bardy, Kevin; Esteves-Vieira, Véra; Filosa, Véronique; Davoust, Bernard; Mediannikov, Oleg; Fournier, Pierre-Edouard; Raoult, Didier; Gautret, Philippe","BACKGROUND: Surveillance of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection among sheltered homeless and other vulnerable people might provide the information needed to prevent its spread within accommodation centres.METHODS: Data were obtained from 698 participants in different accommodation centres (411 homeless individuals, 77 asylum-seekers, 58 other people living in precarious conditions and 152 employees working in these accommodation centres) who completed questionnaires and had nasal samples collected between 26 March and 17 April 2020. SARS-CoV-2 carriage was assessed by quantitative PCR.RESULTS: We found a high acceptance rate (78.9%) for testing. Overall, 49 people (7.0%) were positive for SARS-CoV-2, including 37 homeless individuals (of 411, 9.0%) and 12 employees (of 152, 7.9%). SARS-CoV-2 positivity correlated with symptoms, although 51% of patients who tested positive did not report respiratory symptoms or fever. Among homeless people, being young (18-34 years) (odds ratio 3.83, 95% confidence interval 1.47-10.0, p = 0.006) and being housed in one specific shelter (odds ratio 9.13, 95% confidence interval 4.09-20.37, p < 0.001) were independent factors associated with SARS-CoV-2 positivity (rates of 11.4% and 20.6%, respectively).DISCUSSION: Symptom screening alone is insufficient to prevent SARS-CoV-2 transmission in vulnerable sheltered people. Systematic testing should be promoted.",2021,,Int J Infect Dis,105,,6-Jan,,10.1016/j.ijid.2021.02.026,,#3894,Ly 2021,,
Engaging Same-Day Peer Ambassadors to Increase Coronavirus Disease 2019 Vaccination Among People Experiencing Unsheltered Homelessness in Los Angeles County: A Hybrid Feasibility-Evaluation Study,"Shover, Chelsea L.; Rosen, Allison; Mata, José; Robie, Brooke; Alvarado, Julissa; Frederes, Ashley; Romero, Ruby; Beltran, Jacqueline; Bratcher, Anna; Chang, Alicia H.; Choi, Kristen R.; Garcia, Candelaria; Shoptaw, Steven; Guha, Priyanka; Richard, Lindsey; Sixx, Gunner; Baez, Angel; Coleman, Anthony; Harvell, Sarah; Jackson, Shirnae; Lee, Caroline; Swan, Joanna; Torres, Kenny; Kantrim, Emily Uyeda; McKeever, Maya; Nguyen, Anh; Rice, Adam; Rosales, Marisol; Spoliansky, Jordan; Bromley, Elizabeth; Behforouz, Heidi; Gelberg, Lillian; Gorbach, Pamina M.; Rimoin, Anne W.; Thomas, Emily H.","BACKGROUND: This study aimed to evaluate the feasibility and acceptability of engaging unhoused peer ambassadors (PAs) in coronavirus disease 2019 (COVID-19) vaccination efforts to reach people experiencing unsheltered homelessness in Los Angeles County.METHODS: From August to December 2021, vaccinated PAs aged ≥18 years who could provide informed consent were recruited during vaccination events for same-day participation. Events were held at encampments, service providers (eg, housing agencies, food lines, and mobile showers), and roving locations around Los Angeles. PAs were asked to join outreach alongside community health workers and shared their experience getting vaccinated, receiving a $25 gift card for each hour they participated. Postevent surveys evaluated how many PAs enrolled and how long they participated. In October 2021, we added a preliminary effectiveness evaluation of how many additional vaccinations were attributable to PAs. Staff who enrolled the PAs estimated the number of additional people vaccinated because of talking with the PA.RESULTS: A total of 117 PAs were enrolled at 103 events, participating for an average of 2 hours. At events with the effectiveness evaluation, 197 additional people were vaccinated over 167 PA hours ($21.19 gift card cost per additional person vaccinated), accounting for >25% of all vaccines given at these events.DISCUSSION: Recruiting same-day unhoused PAs is a feasible, acceptable, and preliminarily effective technique to increase COVID-19 vaccination in unsheltered settings. The findings can inform delivery of other health services for people experiencing homelessness.",2022,,J Infect Dis,226,Suppl 3,S346-S352,,10.1093/infdis/jiac291,,#3895,Shover 2022,,
A national analysis of burn injuries among homeless persons presenting to emergency departments,"Shah, Jennifer K.; Liu, Farrah; Cevallos, Priscila; Amakiri, Uchechukwu O.; Johnstone, Thomas; Nazerali, Rahim; Sheckter, Clifford C.","INTRODUCTION: Burn injuries among the homeless are increasing as record numbers of people are unsheltered and resort to unsafe heating practices. This study characterizes burns in homeless encounters presenting to US emergency departments (EDs).METHODS: Burn encounters in the 2019 Nationwide Emergency Department Sample (NEDS) were queried. ICD-10 and CPT codes identified homelessness, injury regions, depths, total body surface area (TBSA %), and treatment plans. Demographics, comorbidities, and charges were analyzed. Discharge weights generated national estimates. Statistical analysis included univariate testing and multivariate modeling.RESULTS: Of 316,344 weighted ED visits meeting criteria, 1919 (0.6%) were homeless. Homeless encounters were older (mean age 44.83 vs. 32.39 years), male-predominant (71% vs. 52%), and had more comorbidities, and were more often White or Black race (p < 0.001). They more commonly presented to EDs in the West and were covered by Medicaid (51% vs. 33%) (p < 0.001). 12% and 5% of homeless burn injuries were related to self-harm and assault, respectively (p < 0.001). Homeless encounters experienced more third-degree burns (13% vs. 4%; p < 0.001), though TBSA % deciles were not significantly different (34% vs. 33% had TBSA % of ten or lower; p = 0.516). Homeless encounters were more often admitted (49% vs. 7%; p < 0.001), and homelessness increased odds of admission (OR 4.779; p < 0.001). Odds of transfer were significantly lower (OR 0.405; p = 0.021).CONCLUSION: Homeless burn ED encounters were more likely due to assault and self-inflicted injuries, and more severe. ED practitioners should be aware of these patients' unique presentation and triage to burn centers accordingly.",2024,,Burns,50,5,1091-1100,,10.1016/j.burns.2024.02.030,,#3896,Shah 2024,,
"Assessing the coverage and timeliness of coronavirus vaccination among people experiencing homelessness in Wales, UK: a population-level data-linkage study","Thomas, Ian; Mackie, Peter","BACKGROUND: People experiencing homelessness have elevated morbidity, increasing their risk of COVID-19 related complications and mortality. Achieving high vaccination coverage in a timely manner among homeless populations was therefore important during the mass vaccination programme in Wales to limit adverse outcomes. However, no systematic monitoring of vaccinations among people experiencing homelessness in Wales has been undertaken.METHODS: Retrospective cohort analysis was conducted using de-identified administrative data. Study cohort members were adults (≥ 18 years old) living in Wales on the 2 December 2020 and who had recently experienced homelessness, defined as experiencing homelessness between 1 July 2020 and 2 December 2020. The outcome of interest was first coronavirus vaccine dose. Follow-up started on 2 December 2020, and ended if the participant died, had a break in address history > 30 days, reached the end of follow up (30 November 2021), or had the outcome of interest. Median-time-to-vaccination was used as a crude measure of 'timeliness' of vaccine uptake. To account for competing risk of death prior to vaccination, vaccine coverage was described using cumulative incidence at 350-days, and at 50-day increments over follow-up (2 December 2020 to 17 November 2021). As a benchmark, all time-to-event measures were generated for the adult population in Wales with similar baseline individual and residential characteristics as the study cohort.RESULTS: 1,595 people with recent experiences of homelessness were identified and included in analysis. The study cohort were disproportionately male (68.8%) and concentrated in the most deprived areas in Wales. Median time-to-vaccination for the study cohort was 196 days (95% CI.: 184-209 days), compared to 141 days (95% CI.: 141-141 days) among the matched adult population in Wales. Cumulative incidence of vaccination after 350-days of follow-up was 60.4% (95% CI.: 57.8-62.8%) among the study cohort, compared to 81.4% (95% CI.: 81.3-81.5%) among the matched adult population. Visual analysis of cumulative incidence over time suggests that vaccine inequality, i.e., difference between study cohort and matched adult population, peaked after 200-days of follow-up, and declined slightly until last follow-up at 350-days.CONCLUSIONS: Despite being prioritised for vaccination, people experiencing homelessness in Wales appear to have been under-engaged, leading to lower vaccination coverage and greater time unvaccinated, potentially increasing their risk of COVID-19 complications and mortality.",2023,,BMC Public Health,23,1,1494,,10.1186/s12889-023-16432-x,,#3897,Thomas 2023,,
"COVID-19 vaccine coverage and factors associated with vaccine uptake among 23 247 adults with a recent history of homelessness in Ontario, Canada: a population-based cohort study","Shariff, Salimah Z.; Richard, Lucie; Hwang, Stephen W.; Kwong, Jeffrey C.; Forchuk, Cheryl; Dosani, Naheed; Booth, Richard","BACKGROUND: People experiencing homelessness face a high risk of SARS-CoV-2 infection and transmission, as well as health complications and death due to COVID-19. Despite being prioritised for receiving the COVID-19 vaccine in many regions, little data are available on vaccine uptake in this vulnerable population. Using population-based health-care administrative data from Ontario, Canada-a region with a universal, publicly funded health system-we aimed to describe COVID-19 vaccine coverage (ie, the estimated percentage of people who have received a vaccine) and determinants of vaccine receipt among individuals with a recent history of homelessness.METHODS: We conducted a retrospective, population-based cohort study of adults (aged ≥18 years) with a recent experience of homelessness, inadequate housing, or shelter use as recorded in routinely collected health-care databases between June 14, 2020, and June 14, 2021 (a period within 6 months of Dec 14, 2020, when COVID-19 vaccine administration was initiated in Ontario). Participants were followed up from Dec 14, 2020, to Sept 30, 2021, for the receipt of one or two doses of a COVID-19 vaccine using the province's real-time centralised vaccine information system. We described COVID-19 vaccine coverage overall and within predefined subgroups. Using modified Poisson regression, we further identified sociodemographic factors, health-care usage, and clinical factors associated with receipt of at least one dose of a COVID-19 vaccine.FINDINGS: 23 247 individuals with a recent history of homelessness were included in this study. Participants were predominantly male (14 752 [63·5%] of 23 247); nearly half were younger than 40 years (11 521 [49·6%]) and lived in large metropolitan regions (12 123 [52·2%]); and the majority (18 226 [78·4%]) visited a general practitioner for an in-person consultation during the observation period. By Sept 30, 2021, 14 271 (61·4%; 95% CI 60·8-62·0) individuals with a recent history of homelessness had received at least one dose of a COVID-19 vaccine and 11 082 (47·7%; 47·0-48·3) had received two doses; in comparison, over the same period, 86·6% of adults in the total Ontario population had received a first dose and 81·6% had received a second dose. In multivariable analysis, factors positively associated with COVID-19 uptake were one or more outpatient visits to a general practitioner (adjusted risk ratio [aRR] 1·37 [95% CI 1·31-1·42]), older age (50-59 years vs 18-29 years: 1·18 [1·14-1·22], ≥60 years vs 18-29 years: 1·27 [1·22-1·31]), receipt of an influenza vaccine in either of the two previous influenza seasons (1·25 [1·23-1·28]), being identified as homeless via a visit to a community health centre versus exclusively a hospital-based encounter (1·13 [1·10-1·15]), receipt of one or more SARS-CoV-2 tests between March 1, 2020, and Sept 30, 2021 (1·23 [1·20-1·26]), and the presence of chronic health conditions (one condition: 1·05 [1·03-1·08]; two or more conditions: 1·11 [1·08-1·14]). By contrast, living in a smaller metropolitan region (aRR 0·92 [95% CI 0·90-0·94]) or rural location (0·93 [0·90-0·97]) versus large metropolitan regions were associated with lower uptake.INTERPRETATION: In Ontario, COVID-19 vaccine coverage among adults with a recent history of homelessness has lagged and, as of Sept 30, 2021, was 25 percentage points lower than that of the general adult population in Ontario for a first dose and 34 percentage points lower for a second dose. With high usage of outpatient health services among individuals with a recent history of homelessness, better utilisation of outpatient primary care structures might offer an opportunity to increase vaccine coverage in this population. Our findings underscore the importance of leveraging existing health and service organisations that are accessed and trusted by people who experience homelessness for targeted vaccine delivery.FUNDING: The Public Health Agency of Canada.TRANSLATION: For the French translation of the abstract see Supplementary Materials section.",2022,,Lancet Public Health,7,4,e366-e377,,10.1016/S2468-2667(22)00037-8,,#3898,Shariff 2022,,
"High willingness to use overdose prevention sites among female sex workers in Baltimore, Maryland","Rouhani, Saba; White, Rebecca Hamilton; Park, Ju Nyeong; Sherman, Susan G.","BACKGROUND: Overdose Prevention Sites (OPS) operate worldwide as spaces where people can consume previously purchased drugs under supervision, and are linked to reductions in HIV/HCV transmission and fatal overdoses. As the United States weighs their merits and legality, research is needed to estimate acceptability and use among populations at high risk for overdose. We examine willingness to use OPS among street-based female sex workers (FSW) with prevalent drug use and associated morbidities.METHODS: We describe self-reported willingness, barriers and conditions around use of a hypothetical OPS among 141 FSW engaged in active drug use in Baltimore City, and describe trends using Pearson's χ2 and Fisher's exact tests.RESULTS: Most women had history of overdose (55 %) and were likely to use OPS (77 %). Willingness was higher among women who: were sexual minorities (97 %;P=0.002),experienced homelessness (82 %;P=0.019), injected drugs (82 %;P=0.013), shared syringes (82 %;P=0.007), experienced sexual violence (92 %;P=0.045) or reported heroin use (83 %;P=0.039) in the past 3 months. Common anticipated barriers included transportation (45 %) and fear of arrest (41 %).CONCLUSIONS: This study highlights a population of uniquely high-risk women who would benefit from an OPS integrated with other services. Conditions and barriers discussed are informative for planning and implementation.",2020,,Drug Alcohol Depend,212,,108042,,10.1016/j.drugalcdep.2020.108042,,#3899,Rouhani 2020,,
Prevalence and Risk Factors associated with Homelessness among Drug Users in Puerto Rico,"Reyes, Juan Carlos; Welch-Lazoritz, Melissa; Zayas-Martinez, Laura; Khan, Bilal; Dombrowski, Kirk","OBJECTIVE: This study aimed to determine the association between years of drug injection and homelessness among drug users in rural Puerto Rico.METHODS: Respondent-driven sampling methods allowed us to obtain a sample of 315 intravenous drug users (IDUs) in rural Puerto Rico. Information about sociodemographic characteristics, drug use patterns, homelessness and risk behaviors was obtained through structured interviews. HIV and HCV statuses were assessed via rapid antibody tests. Frequency distributions were used to describe the study sample. Bivariate analysis and multivariate logistic regressions were used to assess covariates of homelessness. The study received IRB approval through the University of Nebraska-Lincoln and the University of Puerto Rico.RESULTS: Almost 91% of the study participants were males. The mean age was 41.7 years and the majority of the participants had not completed high school (47.6%). The prevalence of current homelessness was 21.9%. After controlling for sociodemographic characteristics, homelessness was strongly associated with the number of years of injection drug use. The odds of being homeless for IDUs with 21 years or more of drug injection was almost 3 times higher than were the odds of being homeless for IDUs with fewer than 10 years of injection (OR = 2.58 95%; CI=1.21,5.48).CONCLUSION: In rural Puerto Rico, the prevalence of current homelessness in IDUs was 21.7%. In the sample, 6.0% were HIV positive and 78.4% were HCV positive. Our results highlight the necessity of increasing accessibility to substance abuse treatment and establishing additional needle-exchange programs (currently, there is only 1) in rural Puerto Rico.",2019,,P R Health Sci J,38,1,54-59,,,,#3900,Reyes 2019,,
Drug use stigma and its association with active hepatitis C virus infection and injection drug use behaviors among community-based people who inject drugs in India,"Patel, Eshan U.; Solomon, Sunil S.; Lucas, Gregory M.; McFall, Allison M.; Tomori, Cecília; Srikrishnan, Aylur K.; Kumar, Muniratnam S.; Laeyendecker, Oliver; Celentano, David D.; Thomas, David L.; Quinn, Thomas C.; Mehta, Shruti H.","BACKGROUND: Although drug use stigma is globally pervasive, quantitative evidence of its role in hepatitis C virus (HCV) transmission is limited. We evaluated the psychometric properties of a drug use stigma scale and examined the association between drug use stigma and active HCV infection among a community-based sample of people who inject drugs (PWID) in India.METHODS: Between 8/2016 and 5/2017, a cross-sectional sample of PWID was recruited from 12 Indian cities (~1000/city) using respondent-driven sampling. Participants were ≥18 years old and reported injection drug use (IDU) in the past 2 years. Multivariable logistic regression with a random-intercept for each city was used to estimate adjusted odds ratios (aOR) of active HCV infection (RNA>30 IU/mL). Analyses incorporated RDS-II weights.RESULTS: Of 11,663 participants, 73.1% reported IDU in the past 6 months and 33.8% had active HCV infection. Exploratory factor analysis yielded a four-factor solution of enacted, vicarious, felt normative and internalized drug use stigma with high internal consistency (Cronbach's α: 0.85-0.92). In analyses adjusted for age, gender, northeast region, education, homelessness, incarceration, alcohol dependence, HIV status, frequency of IDU, and ever sharing needles/syringes, PWID reporting any enacted stigma had greater odds of active HCV infection (aOR = 1.27 [95% CI = 1.13-1.43]) as did PWID with internalized stigma scores in the highest quartile (vs. lowest quartile; aOR = 1.69 [95% CI = 1.11-2.56]). Among PWID who reported IDU in the past 6 months, multiple forms of stigma were associated with higher frequency of IDU, sharing needles/syringes, having multiple injection partners, and IDU in public spaces.CONCLUSION: Using a multidimensional drug use stigma scale, various forms of stigma were significantly associated with active HCV infection and injection drug use-related risk behaviors. Collectively, these data suggest that drug use stigma may play a role in HCV transmission and impede efforts to achieve HCV elimination. Strategies to diminish drug use stigma are warranted.",2021,,Int J Drug Policy,96,,103354,,10.1016/j.drugpo.2021.103354,,#3901,Patel 2021,,
Male sexual assault: Physical injury and vulnerability in 103 presentations,"Zilkens, Renate R.; Smith, Debbie A.; Mukhtar, S. Aqif; Semmens, James B.; Phillips, Maureen A.; Kelly, Maire C.","OBJECTIVES: To i) describe the demographic and assault characteristics of males alleging recent sexual assault, ii) determine the severity and frequency of general body injury and the frequency of anal and genital injury, iii) identify vulnerability factors and assault characteristics associated with injury.DESIGN: Cross-sectional study.SETTING: Sexual Assault Resource Centre (SARC), Western Australia.PARTICIPANTS: Total of 103 post-pubertal males attending SARC from Jan-2009 to Dec-2016.METHODS: Men underwent a standardised medical examination and data collection by forensically trained doctors following consent for general body and/or ano-genital examination. Men were considered vulnerable if at least one of the following factors was present: current mental illness; intellectual or physical disability; alcohol intoxication; previous sexual victimization; living in prison or homeless (no fixed address), aged < 18 years. Statistical analysis was performed by Fisher exact test. An algorithm was used to classify general body injuries as mild, moderate or severe.RESULTS: At least one vulnerability factor was present in 88.3% of the 103 men. More than one factor was present in 54.4%. General body injury was observed in 58.0% (40/69) of men consenting to general body examination; 46.4%, 10.1% and 1.4% were classified as having respectively, mild, moderate and severe injuries. Three assault characteristics were associated with general body injury: the use of blunt force (p = 0.002), multiple assailants (p = 0.049) and deprivation of liberty (p = 0.040). Genital injury and anal injury was observed in, respectively, 6.5% (5/77) and 14.3% (11/77) of men consenting to ano-genital examination. Of the 49 men examined following completed penetrative anal assault, 18.4% (9/49) had anal injuries. In these 49 men, those assaulted by strangers were more likely to have an anal injury compared to non-stranger assaults (p = 0.019). No demographic, clinical or vulnerability characteristics of the sexually assaulted men were associated with general body, genital and/or anal injury.CONCLUSION: Although general body injuries were more frequent than genital and anal injuries, most of the body injuries were mild in severity. While the majority of men in our study presented with one or more vulnerabilities only assault characteristics (not vulnerabilities) were associated with injury.",2018,,J Forensic Leg Med,58,,145-151,,10.1016/j.jflm.2018.05.009,,#3902,Zilkens 2018,,
Self-harm among the homeless population in Ireland: A national registry-based study of incidence and associated factors,"Barrett, Peter; Griffin, Eve; Corcoran, Paul; O'Mahony, Mary T.; Arensman, Ella","BACKGROUND: Self-harm is a strong predictor of future suicide, but little is known about self-harm among the homeless population. The study aim was to estimate the incidence of self-harm among the homeless population and to assess factors associated with self-harm.METHODS: Data on self-harm presentations to 34 hospital emergency departments in Ireland were collected by the National Self-Harm Registry Ireland (NSHRI). Index presentations between 2010 and 2014 were included for the homeless and fixed residence populations. Incidence rates of self-harm were calculated using NSHRI data and census estimates. Factors associated with self-harm and repeated self-harm were analysed by multivariable-adjusted logistic regression.RESULTS: The age-standardised incidence rate of self-harm was 30 times higher among the homeless (5572 presentations per 100,000) compared with those with a fixed residence (187 presentations per 100,000). Homeless people had significantly higher odds of being male (OR 1.86, 95%CI 1.56-2.23), presenting with self-cutting (vs. overdose, OR 2.15, 95%CI 1.74-2.66) and having psychiatric admission (vs. general admission, OR 2.43, 95%CI 1.66-3.57). Homeless people had higher odds of self-harm repetition within 12 months (vs. fixed residence, OR 1.46, 95%CI 1.21-1.77). The odds of repetition were significantly increased among homeless who engaged in self-cutting (vs. overdose, OR 1.76, 95%CI 1.17-2.65) and did not receive psychiatric review at index presentation (vs. reviewed, OR 1.54, 95%CI 1.05-2.26).LIMITATIONS: The study only reflects self-harm presenting to hospital, and assumes no change in homelessness status after index presentation. Residual confounding may affect the results.CONCLUSION: There is a disproportionate burden of self-harm among the homeless. Targeted preventive actions are warranted.",2018,,J Affect Disord,229,,523-531,,10.1016/j.jad.2017.12.040,,#3903,Barrett 2018,,
Smoking status and quit behaviors among health center patients with substance use disorders: A national study,"Fine, Danielle R.; Bearnot, Benjamin I.; Rigotti, Nancy A.; Baggett, Travis P.","BACKGROUND: Despite a high prevalence of smoking among individuals with substance use disorders, tobacco dependence in this vulnerable population is undertreated.METHODS: We analyzed data from 5592 adult (≥18 years old) respondents to the 2014 Health Center Patient Survey, a nationally representative cross-sectional survey of individuals who receive care at U.S. Federally Qualified Health Centers. We evaluated self-reported smoking status, smoking-related quit behaviors (having quit, wanting or attempting to quit in the past year, and planning to quit in the next 6 months), and receipt of advice to quit smoking among participants with and without alcohol use disorder (AUD) and drug use disorder (DUD).RESULTS: Current smoking was common among individuals with AUD (64.3%) and DUD (55.0%). Few patients with AUD or DUD had quit smoking (16.7% and 24.0%, respectively). Smokers with AUD had higher odds of wanting to quit smoking in the past year (adjusted odds ratio = 2.88; 95% confidence interval = 1.19, 7.05), but were not more likely to have made a past-year quit attempt. DUD was not significantly associated with smoking-related quit behaviors. Smokers with AUD or DUD, as well as those who engaged in treatment for AUD or DUD, did not differ significantly from other smokers in receipt of advice to quit smoking.CONCLUSIONS: Smokers with AUD and DUD were unlikely to have quit smoking despite interest in quitting. Our findings suggest a need for individualized tobacco treatment approaches in patients with AUD and DUD and missed opportunities to provide tobacco cessation counseling during addiction treatment.",2019,,Drug Alcohol Depend,202,,12-Jun,,10.1016/j.drugalcdep.2019.05.004,,#3904,Fine 2019,,
Housing First: Unsuppressed Viral Load Among Women Living with HIV in San Francisco,"Riley, Elise D.; Vittinghoff, Eric; Koss, Catherine A.; Christopoulos, Katerina A.; Clemenzi-Allen, Angelo; Dilworth, Samantha E.; Carrico, Adam W.","While poverty is an established barrier to achieving success at each step of the HIV care continuum, less is known about specific aspects of poverty and how they overlap with behavior in exceptionally low-income individuals who live in well-resourced areas. We considered unsuppressed viral load over 3 years among women living with HIV in San Francisco who used homeless shelters, low-income hotels and free meal programs. One-hundred twenty study participants were followed; 60% had > 1 unsuppressed viral load and 19% were unsuppressed at every visit. Across six-month intervals, the odds of unsuppressed viral load were 11% higher for every 10 nights spent sleeping on the street [Adjusted Odds Ratio (AOR) 1.11, 95% CI 1.02-1.20]; 16% higher for every 10 nights spent sleeping in a shelter (AOR/10 nights 1.16, 95% CI 1.06-1.27); 4% higher for every 10 nights spent sleeping in a single-room occupancy hotel (AOR/10 nights 1.04, 95% CI 1.02-1.07); and over threefold higher among women who experienced any recent incarceration (AOR 3.56, 95% CI 1.84-6.86). Violence and recent use of outpatient health care did not significantly predict viral suppression in adjusted analysis. While strategies to promote retention in care are important for vulnerable persons living with HIV, they are insufficient to ensure sustained viral suppression in low-income women experiencing homelessness and incarceration. Results presented here in combination with prior research linking incarceration to homelessness among women indicate that tailored interventions, which not only consider but prioritize affordable housing, are critical to achieving sustained viral suppression in low-income women living with HIV.",2019,,AIDS Behav,23,9,2326-2336,,10.1007/s10461-019-02601-w,,#3905,Riley 2019,,
Radiologic Findings in Intimate Partner Violence,"George, Elizabeth; Phillips, Catherine H.; Shah, Nandish; Lewis-O'Connor, Annie; Rosner, Bernard; Stoklosa, Hanni M.; Khurana, Bharti","Purpose To assess the radiologic findings associated with intimate partner violence (IPV). Materials and Methods Electronic medical records of 185 patients referred to the IPV support program from the emergency department (ED) between January 2015 and October 2016 were retrospectively reviewed and compared with an age- and sex-matched control group of 555 subjects (1:3 ratio of IPV victims to control subjects) who presented to the ED. Reports of all imaging studies performed within 5 years prior to the index ED visit were reviewed. Results The majority of patients who experienced IPV (mean age, 34.2 years ± 12.2 [standard deviation]) were female (178 of 185 [96.2%]) and were largely African American (69 of 185 [37.3%]). Demographic and clinical variables independently associated with IPV were race (odds ratio [OR] range, 3.2-5.9; 95% confidence interval [CI]: 1.8, 12.7), psychiatric comorbidities (OR, 5.4; 95% CI: 3.4, 8.8), and homelessness (OR, 13.0; 95% CI: 5.4, 31.2). IPV victims underwent more imaging studies in the preceding 5 years (median, four studies) than did control subjects (median, one study). Obstetric-gynecologic findings (OR, 4.4; 95% CI: 2.1, 9.6) and acute fractures (OR, 2.4, 95% CI: 1.1, 5.3) seen on images were independently associated with IPV. The addition of imaging findings to demographic and clinical variables increased the area under the receiver operating characteristic curve (AUC) of the multivariate model to detect IPV (0.87 vs 0.86, P < .01), and the cross-validated multivariate model had an AUC of 0.85. Acute fractures involved the face or skull (range, P < .01 to P = .05), and chronic fractures affected the extremities and nasal bone (P < .01 and P = .05, respectively) more frequently in the IPV group than in the control group. Conclusion Intimate partner violence victims undergo more imaging studies and have a higher frequency of potential violence-related imaging findings when compared with age- and sex-matched control subjects. © RSNA, 2019 See also the editorial by Flores and Narayan in this issue.",2019,,Radiology,291,1,62-69,,10.1148/radiol.2019180801,,#3906,George 2019,,
From peer-based to peer-led: redefining the role of peers across the hepatitis C care pathway: HepCare Europe,"Surey, Julian; Menezes, Dee; Francis, Marie; Gibbons, John; Sultan, Binta; Miah, Ala; Abubakar, Ibrahim; Story, Alistair","BACKGROUND: HCV infection disproportionately affects underserved populations such as homeless individuals, people who inject drugs and prison populations. Peer advocacy can enable active engagement with healthcare services and increase the likelihood of favourable treatment outcomes.OBJECTIVES: This observational study aims to assess the burden of disease in these underserved populations and describe the role of peer support in linking these individuals to specialist treatment services.METHODS: Services were identified if they had a high proportion of individuals with risk factors for HCV, such as injecting drug use or homelessness. Individuals were screened for HCV using point-of-care tests and a portable FibroScan. All positive cases received peer support for linkage to specialist care. Information was gathered on risk factors, demographics and follow-up information regarding linkage to care and treatment outcomes.RESULTS: A total of 461 individuals were screened, of which 197 (42.7%) were chronically infected with HCV. Referral was made to secondary care for 176 (89.3%) and all received peer support, with 104 (52.8%) individuals engaged with treatment centres. Of these, 89 (85.6%) started treatment and 76 (85.4%) had a favourable outcome. Factors associated with not being approved for treatment were recent homelessness, younger age and current crack cocaine injecting.CONCLUSIONS: Highly trained peer support workers working as part of a specialist outreach clinical team help to identify a high proportion of individuals exposed to HCV, achieve high rates of engagement with treatment services and maintain high rates of treatment success amongst a population with complex needs.",2019,,J Antimicrob Chemother,74,Suppl 5,v17-v23,,10.1093/jac/dkz452,,#3907,Surey 2019,,
